PENGHASIL DATA,IKU PEMERINTAH DAERAH,NAMA DATA,PERIODE DATA,JADWAL RILIS,SATUAN,KLASIFIKASI
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diawasi di Wilayah II**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diawasi di Wilayah III**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diawasi di Wilayah IV**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang dibina,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang dibina di Wilayah II**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang dibina di Wilayah III**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diverifikasi di Wilayah I**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diverifikasi di Wilayah II**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diverifikasi di Wilayah III**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase pelaku usaha yang patuh terhadap ketentuan penanaman modal,Jumlah perusahaan yang diverifikasi di Wilayah IV**,Tahunan,Februari n+1,perusahaan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,*,Tahunan,Februari n+1,persen,Provinsi
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan izin sektor ekonomi dan pariwisata yang terlayani**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan izin sektor ekonomi dan pariwisata yang terverifikasi lapangan**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor kehutanan, lingkungan hidup, energi dan sumber daya mineral yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor kehutanan, lingkungan hidup, energi dan sumber daya mineral yang terverifikasi lapangan**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pendidikan, kesehatan dan sosial yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pendidikan, kesehatan dan sosial yang terverifikasi lapangan**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pertanahan, pekerjaan umum dan penataan ruang yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pertanahan, pekerjaan umum dan penataan ruang yang terverifikasi lapangan**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pertanian, perikanan dan tenaga kerja yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor pertanian, perikanan dan tenaga kerja yang terverifikasi lapangan**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor transportasi darat, laut & perkeretaapian yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan izin sektor transportasi darat, laut & perkeretaapian yang terverifikasi lapangan**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan pembinaan pelayanan perizinan sektor ekonomi dan pariwisata yang terlayani**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan pembinaan pelayanan perizinan sektor kehutanan, lingkungan hidup, energi dan sumber daya mineral yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan pembinaan pelayanan perizinan sektor pertanian, perikanan dan tenaga kerja yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan berusaha berbasis risiko yang dilayani sesuai standar,Bulanan,Februari n+1,permohonan,"Kabupaten/Kota; Tingkat Risiko, Sektor Usaha"
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan ekonomi dan sumber daya alam yang dilayani sesuai standar**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan ekonomi dan sumber daya alam yang masuk ke sistem perizinan**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan infrastruktur dan sosial yang dilayani sesuai standar**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan infrastruktur dan sosial yang masuk ke sistem perizinan**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,Jumlah permohonan perizinan yang masuk ke sistem perizinan,Bulanan,Februari n+1,permohonan,"Kabupaten/Kota; Tingkat Risiko, Sektor Usaha"
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah permohonan rekomendasi kebijakan terkait pelayanan perizinan sektor transportasi darat, laut & perkeretaapian yang terlayani**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah rekomendasi kebijakan terkait pelayanan perizinan sektor pendidikan, kesehatan dan sosial yang tersusun**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,"Jumlah rekomendasi kebijakan terkait pelayanan perizinan sektor pertanahan, pekerjaan umum dan penataan ruang di jawa barat yang tersusun**",Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pelayanan Perizinan yang sesuai standar,persentase pelayanan perizinan infrastruktur dan sosial yang sesuai standar**,Bulanan,Februari n+1,permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,*,Tahunan,Februari n+1,persen,Provinsi
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah informasi ketentuan dan peraturan perundangan PMPTSP yang terdiseminasi**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah kunjungan delegasi kedinasan yang terlayani**,Bulanan,Februari n+1,kali,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah pemenuhan informasi perizinan dan penanaman modal melalui Front office dan MPP yang terlayani**,Bulanan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah pengaduan dan permohonan advokasi yang masuk,Tahunan,Februari n+1,aduan/permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah pengaduan dan permohonan advokasi yang terlayani,Tahunan,Februari n+1,aduan/permohonan,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah Pengaduan dan Permohonan Advokasi yang terlayani**,Bulanan,Februari n+1,aduan/permohonan,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah pengaduan yang terlayani**,Bulanan,Februari n+1,aduan,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah permohonan publikasi layanan PMPTSP yang terlayani**,Tahunan,Februari n+1,permohonan,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah produk hukum yang terverifikasi**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Pengaduan dan Permohonan Advokasi yang terlayani sesuai standar,Jumlah stakeholder Bermasalah yang Terlayani advokasi**,Bulanan,Februari n+1,unit,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,*,Tahunan,Februari n+1,persen,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah Dokumen Peta Potensi peluang investasi di Kawasan Rebana**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah Dokumen Standar Operasional Prosedur Dinas PMPTSP yang terevisi**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah Dokumen Standar Pelayanan Dinas PMPTSP yang terevisi**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah investor yang mengakses peta potensi investasi**,Tahunan,Februari n+1,badan usaha /orang,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah kajian Data UMK yang siap Dimitrakan untuk mendukung peningkatan investasi**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah kajian penanaman modal dimensi pemberdayaan UMK oleh perangkat daerah**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah kebijakan daerah yang memenuhi ketentuan kemudahan penanaman modal**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah Kemitraan Perusahaan Besar dengan UMK untuk mendukung peningkatan investasi yang terpantau**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah pelaku usaha yang memiliki NIB,Tahunan,Februari n+1,badan usaha /orang,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah pelaku usaha yang memiliki NIB skala modal usaha non UMK,Tahunan,Februari n+1,badan usaha /orang,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah pelaku usaha yang memiliki NIB skala modal usaha UMK,Tahunan,Februari n+1,badan usaha /orang,Kabupaten/Kota
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah Pergub RUPM Provinsi Jawa Barat yang disusun**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah UMK yang memperoleh NIB pada event Jawa Barat**,Tahunan,Februari n+1,unit,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase peningkatan investor,Jumlah video Potensi investasi Cinematography Of Invesment Festival (Cifest)**,Tahunan,Februari n+1,video,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP",*,Tahunan,Februari n+1,persen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP","Jumlah area perubahan area perubahan RB, ZI, Kinerja PPB, dan MCP yang harus dipenuhi",Tahunan,Februari n+1,area,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP","Jumlah area perubahan RB, ZI, Kinerja PPB, dan MCP yang terpenuhi",Tahunan,Februari n+1,area,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP",Jumlah area perubahan yang terimplementasi RB dan ZI**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP",Jumlah Inovasi Dinas PMPTSP Provinsi Jawa Barat yang dikembangkan**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP",Jumlah Pemenuhan dokumen kelengkapan evaluasi Monitoring Center for Prevention (MCP)**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP",Jumlah pemenuhan dokumen penilaian kinerja PTSP & PPB**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,"Persentase perubahan untuk mendukung implementasi RB,ZI, kinerja PPB dan MCP","Jumlah pemenuhan dokumen penilaian RB, ZI,kinerja PPB dan MCP yang sesuai ketentuan**",Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,*,Tahunan,Februari n+1,persen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,Jumlah dokumen hasil pengukuran SKM**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,Jumlah Pemenuhan dokumen kelengkapan evaluasi Pelayanan Publik**,Tahunan,Februari n+1,dokumen,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,Jumlah Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan**,Tahunan,Februari n+1,rekomendasi,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,Jumlah rekomendasi yang ditindaklanjuti,Tahunan,Februari n+1,rekomendasi,-
Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,Persentase Rekomendasi Hasil Evaluasi Pelayanan Publik Yang Sesuai Ketentuan,Jumlah seluruh rekomendasi hasil evaluasi,Tahunan,Februari n+1,rekomendasi,-
Dinas Pendidikan,APM SMA/SMK/SLB,*,Tahun Ajaran,April - Mei N+1,persen,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Penduduk Usia 16-18 Tahun,Tahun Ajaran,April - Mei N+1,orang,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SLB Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SLB Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SMA Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SMA Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SMK Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Sekolah SMK Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Waktu penyelenggaraan
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SLB Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SLB Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SMA Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SMA Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SMK Negeri,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa SMK Swasta,Tahun Ajaran,Desember n,orang,Kabupaten/Kota; Jenis Kelamin; Usia; Agama; Tingkat; Mengulang; Putus sekolah
Dinas Pendidikan,APM SMA/SMK/SLB,Jumlah Siswa Usia 16-18 Tahun,Tahun Ajaran,April - Mei N+1,orang,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,APS 16 -18,*,Tahun Ajaran,April - Mei N+1,persen,Kabupaten/Kota
Dinas Pendidikan,APS 16 -18,Jumlah Penduduk usia 16 -18,Tahun Ajaran,April - Mei N+1,orang,Kabupaten/Kota
Dinas Pendidikan,APS 16 -18,Jumlah Penduduk usia 16 -18 yang bersekolah,Tahun Ajaran,April - Mei N+1,orang,Kabupaten/Kota
Dinas Pendidikan,APS 4 - 18 (SLB),*,Tahun Ajaran,April - Mei N+1,persen,Provinsi
Dinas Pendidikan,APS 4 - 18 (SLB),Jumlah Penduduk usia 4 -18,Tahun Ajaran,April - Mei N+1,orang,Provinsi
Dinas Pendidikan,APS 4 - 18 (SLB),Jumlah Penduduk usia 4 -18 yang bersekolah,Tahun Ajaran,April - Mei N+1,orang,Provinsi
Dinas Pendidikan,Indeks Refleksi Guru,*,Tahun Ajaran,Juni N+1,nilai,Provinsi
Dinas Pendidikan,Indeks Refleksi Guru,Indeks Refleksi Guru SLB,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Indeks Refleksi Guru,Indeks Refleksi Guru SMA,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Indeks Refleksi Guru,Indeks Refleksi Guru SMK,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah Pendaftaran peserta didik,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota;jenjang sekolah;status sekolah; jenis kelamin
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah sekolah yang ikut serta dalam PPDB program disdik,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota;jenjang sekolah;status sekolah
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah sekolah yang menerapkan Program Jabar masagi,Tahun Ajaran,Juni N+1,unit,Kabupaten/kota;jenjang sekolah;status sekolah
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah Siswa SMA terbuka,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota;jenjang sekolah;status sekolah; siswa; jenis kelamin
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah SMA terbuka,Tahun Ajaran,Juni N+1,unit,Kabupaten/kota;jenjang sekolah;status sekolah;
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah Toilet,Tahun Ajaran,Juni N+1,unit,Kabupaten/kota; kondisi; jenis kelamin
Dinas Pendidikan,Indeks Refleksi Guru,Jumlah UKS,Tahun Ajaran,Juni N+1,unit,Kabupaten/kota; kondisi
Dinas Pendidikan,Indeks Refleksi Guru,Sebaran Sekolah Menegah Atas,Apabila dibutuhkan,***,***,Titik/Poin
Dinas Pendidikan,Indeks Refleksi Guru,Sebaran SLB,Apabila dibutuhkan,***,***,Titik/Point
Dinas Pendidikan,Indeks Refleksi Guru,unit layanan disabilitas,Tahun Ajaran,Juni N+1,unit,Kabupaten/kota;jenjang sekolah;status sekolah;
Dinas Pendidikan,Jumlah satuan pendidikan formal dan lembaga/ komunitas masyarakat peduli dan berbudaya lingkungan hidup **,*,Tahun Ajaran,***,unit,kabupaten/kota
Dinas Pendidikan,Nilai Rapor Pendidikan,*,Tahun Ajaran,Juni N+1,nilai,Provinsi
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Kepala sekolah dan Guru SLB,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota ;Jenis kelamin; status sekolah; status kepegawaian; menurut golongan; ijazah tertinggi; kelompok usia; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Kepala sekolah dan Guru SMA,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota ;Jenis kelamin; status sekolah; status kepegawaian; menurut golongan; ijazah tertinggi; kelompok usia; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Kepala sekolah dan Guru SMK,Tahun Ajaran,Juni N+1,orang,Kabupaten/kota ;Jenis kelamin; status sekolah; status kepegawaian; menurut golongan; ijazah tertinggi; kelompok usia; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Laboratorium SMA,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota ; Jenis; Kondisi
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Laboratorium SMK,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota ; Jenis; Kondisi
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Rombongan belajar SLB,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Rombongan belajar SMA,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Rombongan belajar SMK,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Ruang kelas SLB berdasarkan kondisi,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Ruang kelas SMA berdasarkan kondisi,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Ruang kelas SMK berdasarkan kondisi,Tahun Ajaran,Juni N+1,unit,Kabupaten/Kota
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Tenaga Kependidikan SLB,Tahun Ajaran,Juni N+1,orang,Kabupaten/Kota; jenis kelamin dan status sekolah ; Status kepegawaian ; golongan; ijazah tertinggi; kelompok umur; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Tenaga Kependidikan SMA,Tahun Ajaran,Juni N+1,orang,Kabupaten/Kota; jenis kelamin dan status sekolah ; Status kepegawaian ; golongan; ijazah tertinggi; kelompok umur; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Jumlah Tenaga Kependidikan SMK,Tahun Ajaran,Juni N+1,orang,Kabupaten/Kota; jenis kelamin dan status sekolah ; Status kepegawaian ; golongan; ijazah tertinggi; kelompok umur; masa kerja;
Dinas Pendidikan,Nilai Rapor Pendidikan,Nilai Kompetensi Literasi,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; Jenjang Pendidikan
